"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1361,"Adair v. United States","SCt Case","Expanding the freedom of contract and substantive due process, the Court struck down a Congressional act protecting union activity, holding that employers and employees have equal rights to contract, and that the regulation of unions was outside Congress' Commerce Clause authority.","1908",,,,,,"208 U.S. 161"
1362,"Pac. States Tel. & Tel. Co. v. Oregon","SCt Case","The Court decided that it did not have jurisdiction to decide the case, in which plaintiffs objected to a tax imposed upon them by virtue of Oregon's use of a public initiative to allow all voters to vote on proposed laws. Rather, the Court held that the complaint was properly addressed to the political branches.","1912",,,,,,"223 U.S. 118"
1363,"Frank v. Mangum","SCt Case","The Court refused to hold that the 14th Amendment's Due Process clause protected defendant from the mob atmosphere that prevailed at his trial.  In a 7-2 decision over a Holmes dissent, the Court held that any error that might've occurred at trial was cured by the fact that defendant had a right to appeal in Georgia.","1915",,,,,,"237 U.S. 309"
1364,"Abrams v. United States","SCt Case","Upholding convictions under the Sedition Act, the Court applied Justice Holmes's Clear & Present Danger Test; Holmes dissented, modifying his test to prevent against overreach by the government.","1919",,,,,,"250 U.S. 616"
1365,"Bailey v. Drexel Furniture Co.","SCt Case","The Court struck down Congress' attempt to regulate child labor via the Taxing Power, 8-1, in an opinion by Chief Justice Taft.","1922",,,,,,"259 U.S. 20"
1366,"United States v. Lanza","SCt Case","The Court upheld a subsequent federal prosecution under the Volstead Act, following an earlier state trial under state prohibition laws. Double jeopardy did not bar the second trial, as the two trials were conducted by two separate sovereigns.","1922",,,,,,"260 U.S. 377"
1367,"Adkins v. Children's Hosp.","SCt Case","Under the liberty of contract doctrine, the Court struck down a Congressional act imposing a minimum wage for women in the District of Columbia.  Future Justice Felix Frankfurter argued before the Court in favor of the act's constitutionality.","1923",,,,,,"261 U.S. 525"
1368,"O'Gorman & Young v. Hartford Fire Ins. Co.","SCt Case","In a landmark decision that would have later effects on FDR's ability to launch the New Deal, the Court upheld state regulations on fees paid to insurance agents, intimating that the use of substantive due process to enforce freedom of contract was on the wane.","1930",,,,,,"282 U.S. 251"
1369,"Ashwander v. Tenn. Valley Auth.","SCt Case","One of the most-cited decisions of the Supreme Court, the citations are usually not to the majority opinion, but to Justice Brandeis' concurrence, making the argument for constitutional avoidance: that the Court should not reach a constitutional issue if the case can be disposed of on other grounds.","1936",,,,,,"297 U.S. 288"
1370,"Hague v. Congress of Indus. Orgs.","SCt Case","Although the Court disagreed as to the basis of its holding, it struck down a city ordinance restricting public assemblies (in this case used to control labor protests), leading to the eventual establishment of public fora in later cases.","1939",,,,,,"307 U.S. 496"
1371,"Ex parte Quirin","SCt Case","The Court upheld the use of military commissions to try 7 German saboteurs captured on U.S. property during WWII. Distinguishing Ex parte Milligan, the commissions were justified because here the defendants were enemy combatants, not civilians.","1942",,,,,,"317 U.S. 1"
1372,"Yakus v. United States","SCt Case","The Court upheld Congress' authority to distribute jurisdiction between administrative agencies and Article III courts, including limited review by courts of agency decisions, subject to due process.","1944",,,,,,"321 U.S. 414"
1373,"Ballard v. United States","SCt Case","The Court reversed a mail fraud conviction of Ballard, a woman, who was convicted by an all-male jury. The case was decided on statutory grounds, but laid the framework for the development of the constitutional right to a jury composed of a fair cross section of the community.","1946",,,,,,"329 U.S. 187"
1374,"Illinois ex rel. McCollum v. Bd. of Educ.","SCt Case","In an early case delineating the separation of church and state in public schools, the Court held that public schools cannot allow religious teachers to teach religious classes on school property.","1948",,,,,,"333 U.S. 203"
1375,"Feiner v. New York","SCt Case","The Court, per Chief Justice Vinson, upheld the arrest of a street corner speaker, who was advocating armed resistance in favor of civil rights; holding that the speaker presented a clear and present danger to public safety, the arrest was upheld against a First Amendment challenge.","1951",,,,,,"340 U.S. 315"
1376,"Zorach v. Clauson","SCt Case","Distinguishing McCollum, the Court held constitutional the release of public school students for religious study outside of public school buildings.","1952",,,,,,"343 U.S. 306"
1377,"Ullman v. United States","SCt Case","The Court held that the Immunity Act, providing ""transactional"" immunity for grand jury testimony, but not blanket immunity, did not violate the 5th Amendment's protection against self-incrimination, in a case dealing with investigations of suspected Communists. ","1956",,,,,,"350 U.S. 422"
1378,"Lassiter v.  Northampton County Bd. of Elections","SCt Case","Holding that the states have the power to determine voting qualifications, the Court unanimously, through Justice Douglas, upheld a state literacy test on the grounds that it applied to black and white voters equally. The decision was undermined by later decisions upholding the Voting Rights Act.","1959",,,,,,"360 U.S. 45"
1379,"Abington Sch. Dist. v. Schempp","SCt Case","Though Abington was not much different from the earlier decision in Engel v. Vitale, it established a test for future Establishment Clause cases.","1963",,,,,,"374 U.S. 203"
1380,"Edwards v. South Carolina","SCt Case","In an 8-1 decision with only Justice Tom Clark in dissent, the Court reversed the convictions of civil rights protestors arrested on the grounds of the South Carolina capitol, holding that they could not be arrested by virtue of the First Amendment simply because the views expressed were unpopular.","1963",,,,,,"372 U.S. 229"
1381,"NAACP v. Button","SCt Case","As Southern states used ""barratry"" statutes to bar attorneys from soliciting civil rights cases, the Court held in favor of the NAACP in a suit challenging the states' methods. Thus, the Court established the idea that an organization can litigate on behalf of its members.","1963",,,,,,"371  U.S. 415"
1382,"In re Gault","SCt Case","In a landmark decision by Justice Fortas, the Court held, 8-1, that the juvenile justice system must afford at least some constitutional protections to juvenile defendants; in the case at bar, a juvenile was to be incarcerated for up to 6 years where an adult could've received 2 months and a $50 fine.","1967",,,,,,"387 U.S. 1"
1383,"Mahan v. Howell","SCt Case","In one of a number of decisions regarding the amount of population difference among legislative districts that can satisfy ""one man-one vote,"" the Court upheld a 16.4% deviation range in Virginia, acknowledging that it ""may well approach tolerable limits....""","1973",,,,,,"410 U.S. 315"
1384,"San Antonio Indep. Sch. Dist. v. Rodriguez","SCt Case","In a closely-divided 5-4 decision, the Court held that education is not a fundamental right and that poverty is not a suspect class entitled to higher 14th Amendment scrutiny, in the context of a local school district's school-funding system based on local property taxes.","1973",,,,,,"411  U.S. 1"
1385,"Jackson v. Metro. Edison Co.","SCt Case","In a case delineating the contours between private action and state action, the Court held that a utility that terminated a customer's service without due process was not engaged in state action, despite the fact that it had a state-granted partial monopoly, among other things. Then-Associate Justice Rehnquist wrote for the majority.","1974",,,,,,"419 U.S. 345"
1386,"Taylor v. Louisiana","SCt Case","The Court held that a ""volunteer-only"" jury system, or one that otherwise exempted women from service, and therefore resulted in a jury that did not reflect a fair cross-section of the community, violated the defendant's trial rights. The decision was 8-1, with only then-Associate Justice Rehnquist in dissent.","1975",,,,,,"419 U.S. 522"
1387,"Dames & Moore v. Regan","SCt Case","In a case arising out of the Iran hostage crisis, the Court upheld the president's power to negotiate with foreign powers at the expense of some citizen's interests; in this case, pending litigation by citizens against Iran in U.S. courts were funneled to a newly created claims tribunal set up to  handle all such pending and future claims.","1981",,,,,,"453 U.S. 654"
1388,"Immig. & Nat. Serv. v. Chadha","SCt Case","In a landmark separation of powers decision, the Court struck down the legislative veto, which allowed one or both houses of Congress to vote to override an agency action (in this case, an INS decision granting permanent residency) without presentment to the president.","1983",,,,,,"462 U.S. 919"
1389,"Nat'l Treas. Employees Union v. Von Raab","SCt Case","Finding an exception to the warrant requirement (as well as probable cause or even individualized suspicion), the Court upheld a federal agency's drug-testing program for employees in certain sensitive positions, including use of firearms, drug interdiction, etc.","1989",,,,,,"489 U.S. 656"
1390,"Texas v. Johnson","SCt Case","In a case arising out of the 1984 Republican Convention in Dallas, the Court held that symbolic speech, in this case the burning of an American flag, was protected by the First Amendment.","1989",,,,,,"491 U.S. 397"
1391,"California v. Acevedo","SCt Case","Synthesizing two lines of cases involving the search of closed containers found in a car, the Court eliminated the line requiring a warrant to search the container, thus holding that any closed container found in an automobile was subject to a warrantless search.","1991",,,,,,"500 U.S. 565"
1392,"Pac. Mut. Life Ins. Co. v. Haslip","SCt Case","While holding that a punitive damages award in this case was not violative of due process, the Court left open the future possibility of a due process challenge to an excessive punitive damages award where a jury had unbridled discretion.","1991",,,,,,"499 U.S. 1"
1393,"Daubert v. Merrell Dow","SCt Case","In jettisoning the Frye standard, the Court made it easier for cutting-edge scientific evidence to be introduced in federal court, while also giving judges more leeway in evaluating the admission of scientific evidence. On the downside, Daubert has created more instances of ""battles of experts.""","1993",,,,,,"509 U.S. 579"
1394,"Raines v. Byrd","SCt Case","Temporarily granting a reprieve to the line-item veto, the Court held that Congress could bestow jurisdiction upon itself to challenge a law, and must be subject to the same case-or-controversy requirements of the Constitution as other litigants.","1997",,,,,,"521 U.S. 811"
1395,"Grutter v. Bollinger","SCt Case","In a 5-4 decision, the Court narrowly upheld the University of Michigan Law School's affirmative action admissions policy, while at the same time striking down the university's undergraduate policy in a companion case.","2003",,,,,,"539 U.S. 306"
1396,"Gonzales v. Oregon","SCt Case","The Court held that the Attorney General could not, contrary to Oregon state law regulating physician-assisted suicide, enforce the Controlled Substances Act against an Oregon doctor following the Oregon law.","2006",,,,,,"546 U.S. 243"
1397,"Gonzales v. Carhart","SCt Case","In distinguishing the earlier state act struck down in Stenberg v. Carhart, the Court upheld the federal Partial Birth Abortion Ban Act.","2007",,,,,,"550 U.S. 124"
1398,"Padilla v. Kentucky","SCt Case","Extending the criminal defendant's right to counsel, the Court held that defense counsel must warn criminal defendant's of the possible adverse immigration effects of a guilty plea.","2010",,,,,,"559 U.S. 356"
1399,"United States v. Jones","SCt Case","The Court unanimously held that the use of a GPS device to track a criminal suspect requires a valid warrant under the Fourth Amendment.","2012",,,,,,"565 U.S. ___"
1400,"United States v. Windsor","SCt Case","Striking down the Defense of Marriage Act under the 5th Amendment's Due Process Clause, the Court held that the federal government could not treat same-sex married spouses differently from opposite-sex married spouses in the distribution of federal benefits, in this case, the assessment of estate taxes following a spouse's death.","2013",,,,,,"570 U.S. ___"
