"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1467,"Roger J. Traynor","People","The 23rd Chief Justice of California, Roger Traynor was one of the most respected state court judges of all-time. His opinions regularly find their way into law school casebooks; his New York Times obituary read ""Traynor was often called one of the greatest judicial talents never to sit on the United States Supreme Court.""","1940","1970",,,,,,
1468,"Roy Bean","People","Known as a ""hangin' judge"" in Western films (he only sentenced two men to hang), Judge Roy Bean was a saloon keeper and justice of the peace who held court in his Val Verde County, Texas saloon.  He gave himself his nickname: ""The Law West of the Pecos.""","1882","1896",,,,,,
1469,"Shirley S. Abrahamson","People","The longest-serving justice in the history of the Wisconsin Supreme Court, Justice Shirley Abrahamson has served as Chief Justice of Wisconsin for almost 20 years. At the time that President Bill Clinton nominated Ruth Bader Ginsburg to the Supreme Court, Abrahamson had been under consideration.","1976","present",,,,,,
1470,"Spencer Roane","People","One of the early Republic's most important state judges, Spencer Roane sat on Virginia's highest court for almost 30 years. A slaveholder, he wrote many anonymous editorials against Marshall Court opinions that he feared would chip away at states' rights.","1795","1822",,,,,,
1471,"St. George Tucker","People","Best known for writing an influential American edition of William Blackstone's Commentaries, St. George Tucker also served on the Virginia Supreme Court. James Madison nominated Tucker to the Eastern District of Virginia court, and he often rode circuit with Chief Justice John Marshall.","1813","1825","Madison",,,,,
1472,"Thomas M. Cooley","People","A justice of the Michigan Supreme Court and a significant scholar and treatise-writer, Thomas M. Cooley's work Constitutional Limitations is one of the most important pre-20th century American legal works. Cooley served as the first chairman of the first powerful federal agency, the Interstate Commerce Commission.","1824","1898",,,,,,
1473,"William Henry Hastie","People","The first African-American federal judge, President Harry Truman nominated William H. Hastie to the 3rd Circuit (he had previously served as the first African-American governor of the U.S. Virgin Islands). President Kennedy considered Hastie for the Supreme Court seat that went to Byron White.","1949","1971","Truman",,,,,
1474,"Aaron Burr","People","Lawyer and statesman, Burr served as Vice-President and as such, presided over the impeachment trial of Justice Samuel Chase. He was later tried for treason, with Chief Justice Marshall, riding circuit, presiding over his trial, in which he was acquitted. Fatally wounded Alexander Hamilton in a duel.","1801","1805",,,,,,
1475,"Abraham Lincoln","People","A highly-regarded trial lawyer in Illinois, Lincoln became first a congressman, then President, leading the Union through the Civil War. Among his most notable accomplishments was the Emancipation Proclamtion, which freed the slaves in the states under rebellion.","1861","1865",,,,,,
1476,"Alexander Hamilton","People","A Founding Father and the first Secretary of the Treasury under President Washington, Hamilton was one of the three authors of The Federalist, arguing for the ratification of the U.S. Constitution by the states. Born on the Caribbean island of Nevis, Hamilton was mortally wounded in a duel with Aaron Burr.","1789","1795",,,,,,
1477,"Charles Hamilton Houston","People","Houston was the first African-American member of the Harvard Law Review and later, at Howard, taught Thurgood Marshall. He left his deanship at Howard to become counsel for the NAACP, leading the first wave of litigation against segregative laws.","1895","1950",,,,,,
1478,"Daniel Webster","People","Webster was one of the most notable lawyers of his time, and argued 249 cases before the Supreme Court,  including Gibbons v. Ogden. He served as Secretary of State twice (the second time under President Fillmore), U.S. senator twice, and congressman twice (from two different states).","1850","1852","Fillmore",,,,,
1479,"Elias Boudinot","People","A member of the Continental Congress, including a term as its president, Elias Boudinot was an important early lawyer in the U.S. He served three terms as a New Jersey congressman and ten years as the director of the U.S. Mint. Boudinot was the first lawyer to become a member of the Supreme Court bar.","1789","1795",,,,,,
1480,"Ernest Knaebel","People","A longtime federal government lawyer, Ernest Knaebel eventually served as both a special assistant to the Attorney General and as Assistant Attorney General, under both Taft and Wilson. During his tenure as Reporter of Decisions of the Supreme Court, the U.S. Reports moved from private to public publishing.","1915","1944",,,,,,
1481,"George Wharton Pepper","People","A well-known lawyer and law professor, George Wharton Pepper also served an appointed term as a Senator from Pennsylvania. As a practicing lawyer in the Supreme Court bar, he was appointed by the Court to represent Congress in Myers v. United States.","1922","1927",,,,,,
1482,"Jack Greenberg","People","Joining the NAACP Legal Defense & Educational Fund in 1949, Jack Greenberg became its director in 1961 following the nomination of Thurgood Marshall to the 2nd Circuit Court of Appeals.  He argued 40 cases in the Supreme Court, and helped to found Human Rights Watch.","1924","present",,,,,,
1483,"James M. Nabrit, Jr.","People","A famous civil rights lawyer who got his start challenging the white primary in Texas, James Nabrit moved to Washington, where he worked on challenging restrictive covenants and school segreagation. He eventually became dean of Howard Law School. He won 9 of 12 cases he argued in the Supreme Court.","1932","2013",,,,,,
1484,"James St. Clair","People","A prominent lawyer, James St. Clair worked with Army counsel Joseph Welch during the Army-McCarthy hearings. Most notably, St. Clair argued on behalf of President Nixon before the Supreme Court in U.S. v. Nixon, though he lost the argument that executive privilege prevented the disclosure of the Watergate tapes.","1920","2001",,,,,,
1485,"John Quincy Adams","People","A congressman, senator, ambassador, the 8th Secretary of State under James Monroe, John Quincy Adams was also the 6th President of the United States. A noted lawyer and leading abolitionist, he argued the Amistad case before the Supreme Court.","1825","1829",,,,,,
1486,"Joseph Hodges Choate","People","A lawyer and ambassador to the United Kingdom, Joseph Hodges Choate found early success. He argued many important cases before the Supreme Court, including Mugler v. Kansas, the Chinese Exclusion Cases (both losses), and Pollock v. Farmers' Loan & Trust Co. (winning in striking down the income tax).","1832","1917",,,,,,
1487,"Luther Martin","People","A Founding Father, Luther Martin represented Maryland at the Constitutional Convention, but did not sign the final document. A skilled lawyer, he practiced before the Supreme Court, as well as successfully defending Justice Samuel Chase against impeachment and Aaron Burr against treason.","1740","1826",,,,,,
1488,"Morris Leopold Ernst","People","Born in Alabama, but a lawyer in New York, Morris Leopold Ernst was a longtime general counsel for the ACLU. As a practitioner, he successfully defended James Joyce's Ulysses against obscenity laws, and won the striking down of Connecticut's restrictive birth control laws in Griswold v. Connecticut.","1888","1976",,,,,,
1489,"Walter Heilprin Pollak","People","One of the authors of the incorporation theory of the Bill of Rights, Walter Pollak, through artful Supreme Court advocacy in cases defending Communists (such as Whitney) and African-Americans (such as Powell v. Alabama) helped usher in the era of application of the Bill of Rights to the states via the 14th Amendment.","1887","1940",,,,,,
1490,"Zechariah Chafee, Jr.","People","One of the most important non-jurists with respect to the expansion of the right of free speech, Zechariah Chafee's arguments perhaps shifted Justice Oliver Wendell Holmes's views on the scope of the First Amendment and contributed to the ""marketplace of ideas"" conception of free speech rights.","1885","1957",,,,,,
1491,"Franklin Delano Roosevelt","People","Four-term President Franklin D. Roosevelt nominated some of the most brilliant members of the Supreme Court: Hugo Black; Felix Frankfurter; William O. Douglas; Harlan Fiske Stone; Robert H. Jackson; Wiley Rutledge. All that and World War II.","1933","1945",,,,,,
1492,"Alexander Bickel","People","One of the most influential legal scholars of the 20th Century, Bickel clerked for Justice Felix Frankfurter before becoming a constitutional scholar at Yale Law School. His most influential book, The Least Dangerous Branch, was named for a phrase used by Alexander Hamilton to describe the judiciary.","1924","1974",,,,,,
1493,"Charles Austin Beard","People","A significant constitutional scholar and historian, Beard taught at Columbia and was a significant proponent of the view that the Framers intended the judiciary to have the power of judicial review. His most significant work was An Economic Interpretation of the Constitution.","1874","1948",,,,,,
1494,"Charles Warren","People","One of the preeminent constitutional scholars, Warren is perhaps best known for his epic The Supreme Court in the History of the United States, which won the Pulitzer Prize for history. Though politically opposite the progressive Charles Beard, Warren agreed that judicial review was intended by the Framers.","1868","1954",,,,,,
1495,"Edward Samuel Corwin","People","A political scientist and constitutional scholar, Corwin's most well-known book was The Constitution and What It Means Today, which has continued to be updated after his death. Corwin was a frequent critic of the Court during the early years of the New Deal, when the Court struck down many pieces of legislation.","1878","1963",,,,,,
1496,"Ernst Freund","People","A prominent legal scholar of the 20th Century, Ernst Freund has been called ""the father of American administrative law.""  His book Police Power: Public Policy and Constitutional Rights, was influential and cited by the Supreme Court in interpreting the Fourteenth Amendment.","1864","1932",,,,,,
1497,"James Bradley Thayer","People","A constitutional scholar of the 19th Century and a professor at Harvard Law School, James Bradley Thayer was one of the founders of the ""case method"" style of legal education, and authored one of the first articles calling into question the doctrine of judicial review.","1831","1902",,,,,,
1498,"John Rawls","People","Though the son of an attorney, John Rawls was not one himself. However, his writings on moral philosophy, especially  A Theory of Justice, have informed legal thinking and helped to justify social justice measures such as affirmative action.","1921","2002",,,,,,
1499,"Laurence H. Tribe","People","A Harvard Law Professor and Supreme Court practitioner, Laurence Tribe's American Constitutional Law is the most-cited legal treatise of the 20th century. However, after publishing the 1st volume of the 3rd edition, Tribe opted not to continue, citing the Supreme Court's ever-changing doctrinal shifts.","1941","present",,,,,,
1500,"James Madison","People","A Founding Father, James Madison is known as the ""Father of the Constitution"" and played an instrumental role in the drafting of the Bill of Rights. He also co-wrote The Federalist, served in Congress, was the 5th Secretary of State under Thomas Jefferson, and the 4th President of the United States.","1809","1817",,,,,,
1501,"Richard Nixon","People","Congressman, senator, veep, and the 37th President, Richard Nixon left a mark on the Supreme Court and among its jurisprudence. Nixon placed four justices on the Court: Chief Justice Burger, and Justices Blackmun, Powell, and Rehnquist. He also lost 2 big cases: U.S. v. Nixon and Nixon v. Gen. Servs. Admin.","1969","1974",,,,,,
1502,"Ronald Reagan","People","Radio announcer for the Cubs, actor, California governor, and 40th President, Ronald Reagan left an indelible mark on the federal judiciary. He made four appointments to the Supreme Court, including the 1st female justice, Sandra O'Connor. At the end of his presidency, 47% of the federal judiciary were Reagan appointees.","1981","1989",,,,,,
1503,"Thomas Jefferson","People","Founding Father, principal author of the Declaration of Independence, 1st Secretary of State, and 3rd President, Thomas Jefferson engineered the Louisiana Purchase, doubling the size of the young republic. He also drafted the Northwest Ordinance, banning slavery in the future Northwest Territory states.","1801","1809",,,,,,
1504,"Alexander James Dallas","People","The first reporter of decisions for the Supreme Court, Dallas's first volume actually contained only Pennsylvania state court reports, with volumes 2-4 covering the Supreme Court's years sitting in Philadelphia.","1791","1800",,,,,,
1505,"Benjamin Chew Howard","People","One of the Supreme Court's nominative reporters of decisions before the advent of U.S. Reports, Howard was a Maryland lawyer and congressman prior to becoming the Court's reporter, which might have come about through his friendship with Chief Justice Taney.","1843","1861",,,,,,
1506,"Henry Wheaton","People","The third Reporter of the Supreme Court (the first to be appointed by the Court), Wheaton's work product was considered ""the golden book of American national law"" in a German obituary. He sued his successor, Peters, in copyright when his successor revised earlier volumes of the Court's reports. Peters won.","1816","1827",,,,,,
1507,"John William Wallace","People","The 7th Reporter of Decisions of the Supreme Court, Wallace's were the last to be cited to his name rather than to U.S. Reports. A law librarian by trade, prior to his appointment as Reporter, he wrote The Reporters, an important volume cataloguing and evaluating the reporters of English case law.","1863","1874",,,,,,
1508,"Richard Peters, Jr.","People","The 4th Supreme Court Reporter of Decisions, Peters published condensed reports of those that came before him, earning a copyright suit from former reporter Henry Wheaton. The Court held that there could not be copyright in the Court's opinions, handing a victory to Peters.","1828","1843",,,,,,
1509,"William Cranch","People","John Adams's nephew, William Cranch was the 2nd Reporter of Decisions of the Supreme Court. Interestingly, Cranch, like Marbury, was one of the ""Midnight Judges"" appointed by Adams. Cranch escaped the Jeffersonian purge of the bench, but reported Marbury's loss, Marbury v. Madison, 1 Cr. 137.","1801","1815",,,,,,
1510,"Archibald Cox","People","Archibald Cox served as the 31st Solicitor General of the U.S., appointed by President Kennedy and continuing under LBJ. He is perhaps best known, however, as the Special Prosecutor for Watergate, whose dismissal at the order of President Nixon was known as the ""Saturday Night Massacre.""","1961","1965","Kennedy",,,,,
1511,"Benjamin H. Bristow","People","Although the highest office held by Benjamin Bristow was as the 30th Treasury Secretary of the U.S., appointed by President Grant, he also has the distinction of serving as the first Solicitor General. A Kentuckian, he was pro-Union and reached the rank of colonel in the Civil War.","1874","1876","Grant",,,,,
1512,"Charles Fried","People","A noted legal scholar, Charles Fried also served as the 38th Solicitor General of the U.S., appointed by President Reagan. In private practice, Fried argued the famous Daubert case on the admissibility of expert testimony. He has also served as a justice of the Supreme Judicial Court of Massachusetts.","1985","1989","Reagan",,,,,
1513,"Donald B. Verrilli, Jr.","People","Donald Verrilli, the 46th Solicitor General of the U.S., was appointed to the position by President Barack Obama. Prior to his work as SG, he argued before the Supreme Court in private practice and in pro bono litigation. He was a law clerk to Circuit Judge J. Skelly Wright and Justice William Brennan.","2011","present","Obama",,,,,
1514,"Drew S. Days, III","People","Drew S. Days, III was the 40th Solicitor General of the U.S., appointed by President Bill Clinton. Prior to his work as Solicitor General, he was the first African-American Assistant Attorney General, working in the Carter Administration.","1993","1996","Clinton",,,,,
1515,"Erwin N. Griswold","People","The 34th Solicitor General of the U.S., Erwin Griswold was appointed to the position while Dean of Harvard Law by LBJ, and continued in the position under Nixon despite the change in the party of the presidency. Most law students would hold him in contempt if they knew he compiled the original Bluebook.","1967","1973","L.B. Johnson",,,,,
1516,"John William Davis","People","A congressman and ambassador, Woodrow Wilson appointed John William Davis the 14th Solicitor General. In private practice, he argued two of the Supreme Court's biggest cases: he won in the Steel Seizure case, but lost Brown v. Board of Education.","1913","1918","Wilson",,,,,
1517,"Kenneth W. Starr","People","A judge of the D.C. Circuit (appointed by Reagan) and the 39th Solicitor General (appointed by George H.W. Bush, and where his deputy was future Chief Justice John Roberts), Ken Starr is perhaps best known as being the Independent Counsel who investigated the Monica Lewinsky affair.","1983","1989","Reagan",,,,,
1518,"Paul Clement","People","The 43rd Solicitor General, under President George W. Bush, Paul Clement was a former clerk to D.C. Circuit Judge Laurence Silberman and Justice Antonin Scalia. In private practice, Clement has appeared before the Supreme Court numerous times, including arguments in favor of DOMA and against Obamacare.","2004","2008","G.W. Bush",,,,,
1519,"Rex E. Lee","People","The 1st dean of BYU's law school and a former law clerk to Justice Byron White, President Reagan named Rex Lee as the 37th Solicitor General of the U.S.  He also served the final years of the Ford Administration as an assistant AG. He won 23 of the 30 cases he argued before the Supreme Court during Reagan's first term.","1981","1985","Reagan",,,,,
1520,"Robert Bork","People","A D.C. Circuit Judge and the 35th Solicitor General under Presidents Nixon & Ford, Bork is probably best known as one of the most notoriously failed nominations in Supreme Court history. Nominated by President Reagan, Bork's conservatism was rejected by the Senate; his hearing has politicized future nomination hearings.","1982","1988","Reagan",,,,,
1521,"Seth Waxman","People","The 41st Solicitor General of the U.S., Waxman was appointed by President Bill Clinton. In private practice, he successfully argued that Guantánamo detainees were entitled to habeas proceedings in Boumediene v. Bush. Prior to the 2008 election, his name had been mentioned as a possible Obama Supreme Court nominee. ","1997","2001","Clinton",,,,,
1522,"Ted Olson","People","The 42nd Solicitor General, under George W. Bush, Ted Olson also worked in the Office of Legal Counsel in the Reagan Administration. He argued Bush v. Gore on behalf of George Bush, and joined his opposing counsel in that case, David Boies, in arguing against California's Proposition 8 same-sex marriage ban.","2001","2004","G.W. Bush",,,,,
1523,"Walter Dellinger","People","An Assistant AG and head of Office of Legal Counsel, Dellinger served as Acting Solicitor General  during the Clinton Administration. A seasoned Supreme Court advocate, Dellinger unsuccessfully defended the District of Columbia's handgun law in District of Columbia v. Heller.","1996","1997","Clinton",,,,,
1524,"1770s","Decades","First Continental Congress meets (1774); Revolutionary War begins (1775); Declaration of Independence (1776)","1770","1779",,,,,,
1525,"1780s","Decades","Articles of Confederation take effect (1781); British Surrender at Yorktown (1781); U.S. Constitution adopted (1788)","1780","1789",,,,,,
1526,"1790s","Decades","First Term of the Supreme Court (1790); Bill of Rights ratified (1791); Alien and Sedition Acts (1798)","1790","1799",,,,,,
1527,"1800s","Decades","John Marshall becomes Chief Justice (1801); Marbury v. Madison establishes judicial review (1803); Importation of slaves banned (1808)","1800","1809",,,,,,
1528,"1810s","Decades","The Star Spangled Banner written (1814); Second Bank of the U.S. established (1816) leading to exposition on Necessary and Proper Clause in McCulloch v. Maryland (1819)","1810","1819",,,,,,
1529,"1820s","Decades","Missouri Compromise (1820); Monroe Doctrine (1823); South Carolina argues for state nullification of federal law (1828)","1820","1829",,,,,,
1530,"1830s","Decades","Indian Removal Act (1830);  Barron v. Baltimore (1833) holds the Bill of Rights does not apply to the States;  Wheaton v. Peters (1834)  held that the reporters of the Court's decisions did not have copyright in the opinions.","1830","1839",,,,,,
1531,"1840s","Decades","Webster-Ashburton Treaty (1842) fixes the border between Canada and the U.S. in Maine and Minnesota; Texas annexed to the U.S. (1845) triggering the Mexican War; Women's Rights Convention in Seneca Falls, NY (1848)","1840","1849",,,,,,
1532,"1850s","Decades","Kansas-Nebraska Act (1854) left issue of slavery to settlers of the territory; Dred Scott v. Sandford (1857) held that slaves do not become free by virtue of travelling to a free state; Ableman v. Booth (1859) held that state judges cannot issue writs of habeas corpus against federal officers","1850","1859",,,,,,
1533,"1860s","Decades","Lincoln issues the Emancipation Proclamation (1863) freeing slaves in rebelling states; Thirteenth Amendment outlaws slavery (1865); Fourteenth Amendment (1868) provides birthright citizenship and equal protection of the law","1860","1869",,,,,,
1534,"1870s","Decades","The Fifteenth Amendment (1870) barred racial discrimination in voting rights; The Slaughterhouse Cases (1873) adopted a narrow construction of the Privileges & Immunities Clause; Rutherford Hayes won a disputed presidential election when Republicans agreed to end Reconstruction (1877)","1870","1879",,,,,,
1535,"1880s","Decades","The Civil Service Act (1883) helped institute the federal bureaucracy; The Civil Rights Cases (1883) diminished Congress' powers under the 13th & 14th Amendments; the Interstate Commerce Act (1887) created the Interstate Commerce Commission, the first great federal regulatory agency","1880","1889",,,,,,
1536,"1890s","Decades","The Sherman Antitrust Act (1890) was passed to break up monopolistic trusts; Plessy v. Ferguson (1896) upheld the ""separate, but equal"" doctrine; the Republic of Hawaii was annexed to the U.S. (1898)","1890","1899",,,,,,
1537,"1900s","Decades","The first of the Insular Cases (1901), defining the Constitution's reach among the U.S.'s newly-acquired territories; the Panama Canal Treaty (1903); Lochner v. New York (1905) introduces substantive due process and the concept of ""freedom of contract""","1900","1909",,,,,,
1538,"1910s","Decades","Standard Oil Co. v. United States (1911) establishes the ""rule of reason"" in antitrust law and leads to the dissolution of Standard Oil; the 16th Amendment (1913) establishes the federal income tax; the 18th Amendment (1919) begins the era of Prohibition","1910","1919",,,,,,
1539,"1920s","Decades","The 19th Amendment (1920) gives women the right to vote; Federal Baseball Club of Baltimore v. National League (1922) establishes baseball's exemption from antitrust laws; Village of Euclid v. Ambler Realty (1926) upholds municipal zoning laws against takings claims","1920","1929",,,,,,
1540,"1930s","Decades","Secretary of Labor Frances Perkins becomes the first female Cabinet member (1933);  West Coast Hotel v. Parrish (1937) upholds part of FDR's New Deal, reversing a string of losses for the administration; the Fair Labor Standards Act (1938) establishes the minimum wage","1930","1939",,,,,,
1541,"1940s","Decades","Korematsu v. United States (1944) upholds the internment of Japanese-Americans during WWII; Shelley v. Kraemer (1948) bars courts from enforcing racial restrictive covenants; the North Atlantic Treaty (1949) establishes the NATO alliance","1940","1949",,,,,,
1542,"1950s","Decades","The 22nd Amendment limits the presidential term of office to 2 years (1951); President Truman's seizure of steel mills during Korean War is overturned in Youngstown Sheet & Tube v. Sawyer (1952); Brown v. Board of Education (1954) ends the ""separate, but equal"" doctrine in public schools","1950","1959",,,,,,
1543,"1960s","Decades","Gideon v. Wainwright (1963) establishes the right to counsel for indigent criminal defendants; Miranda v. Arizona (1966) leads to the use of ""Miranda Warnings""; Thurgood Marshall becomes the first black Supreme Court Justice (1967)","1960","1969",,,,,,
1544,"1970s","Decades","Roe v. Wade (1973) found a constitutional right to choose to have an abortion; United States v. Nixon (1974) holds that President Nixon must turn over Watergate tapes, leading to Nixon's resignation; Regents of the University of California v. Bakke (1978) upheld the use of race, but not quotas, in university admissions","1970","1979",,,,,,
1545,"1980s","Decades","Sandra Day O'Connor becomes the first female Supreme Court Justice (1981); Batson v. Kentucky (1986) bars racial discrimination in the use of peremptory challenges; Texas v. Johnson (1989) upholds a First Amendment right to flag-burning","1980","1989",,,,,,
1546,"1990s","Decades","Planned Parenthood of S.E. Pa. v. Casey reaffirms Roe (1992); ""Don't Ask, Don't Tell"" compromise allows some gays & lesbians to serve in the military (1993); U.S. v. Lopez (1995) strikes down federal legislation as beyond the limit of the Commerce Clause power for the first time since the New Deal","1990","1995",,,,,,
1547,"2000s","Decades","Bush v. Gore (2000) stopped the manual recount of ballots in Florida, essentially leading to the election of George W. Bush as President; Lawrence v. Texas (2003) strikes down Texas's sodomy law, overruling Bowers v. Harwick; Sonia Sotomayor becomes the first Hispanic Supreme Court Justice","2000","2009",,,,,,
1548,"2010s","Decades","National Federation of Independent Businesses v. Sebelius (2012) upholds key pieces of ""Obamacare"" as within Congress' taxing power; U.S. v. Windsor (2014) strikes down the federal Defense of Marriage Act; Hollingsworth v. Perry (2014) fails on standing grounds, leading to same-sex marriage in California","2000","2015",,,,,,
1549,"Albany Plan of Union","Documents","The Albany Plan was an early attempt by the British colonies, seven taking part in the Albany Congress, to form a more cohesive central government out of the distinct colonies. It was not an attempt at independence from Great Britain, but was one of the earliest attempts at forming a union from the separate colonies.","1754",,,,,,,
1550,"Articles of Confederation","Documents","The first constitution for the United States, the Articles established a weak federal power, including the inability of the central government to meaningfully collect revenue from the states and commercial competition among the states. These weaknesses led to the adoption of the Constitution.","1781","1788",,,,,"1 Stat. 4",
1551,"Atlantic Charter","Documents","The Atlantic Charter, drafted by the U.S. and the U.K., established the goals and principles under which World War II would be fought. The Declaration of the United Nations was the agreement among the Allied nations to commit to the goals of the Charter.","1941",,,,,,"55 Stat. 1600",
1552,"Confederate Constitution","Documents","The Constitution of the Confederate States of America shared many similarities with the U.S. Constitution. Most differences were concerned with states' rights generally, and slavery specifically, including a clause prohibiting ex post facto laws, bills of attainder, and laws impairing property rights in slaves.","1862","1865",,,,,,
1553,"Declaration of the Causes and Necessity of Taking Up Arms","Documents","The Declaration of Causes was drafted by the Second Continental Congress to lay out the reasons for the war with Great Britain. Some authorship is disputed, with initial drafts generally ascribed to Jefferson, and the final to John Dickinson, with perhaps some early input from John Rutledge.","1775",,,,,,,
1554,"Declaration of Independence","Documents","One of the foundational documents of the American Republic, the Declaration of Independence was primarily written by Thomas Jefferson, with the encouragement of John Adams, following the Continental Congress's vote in favor of independence a year into the Revolutionary War.","1776",,,,,,"1 Stat. 1",
1555,"Emancipation Proclamation","Documents","Issued by President Abraham Lincoln, the Emancipation Proclamation freed the slaves in states under rebellion at that point in the Civil War. It did not apply to border slave states that did not secede.","1863","1863",,,,,"12 Stat. 1268",
1556,"The Federalist","Documents","Also referred to as The Federalist Papers, these 85 essays, written by Alexander Hamilton, James Madison, and John Jay, advocated for the ratification of the Constitution. Published in newspapers under the pseudonym ""Publius,"" Hamilton wrote about twice as many as Madison; Jay wrote about 5.","1787","1788",,,,,,
1557,"Gettysburg Address","Documents","Delivered by President Lincoln following the Civil War's Battle of Gettysburg, the Gettysburg Address helped to reaffirm the Union's resolve to preserve that ""government of the people, by the people, for the people, shall not perish from the earth.""","1863",,,,,,,
1558,"Newlands Resolution","Documents","After President McKinley signed a treaty to provide for the annexation of the Republic of Hawaii, the treaty failed consent in the Senate. Congressman Newlands of Nevada instead introduced a joint resolution, passed by both houses, which provided for the annexation of Hawaii.","1898",,,,,,"30 Stat. 750",
1559,"Warren Commission Report","Documents","Following the assassination of President Kennedy, President Lyndon Johnson established a commission to investigate, chaired by Chief Justice Earl Warren. Its 889-page report and 26 volumes of supporting documents concluded that Lee Harvey Oswald and Jack Ruby each acted alone.","1964",,,,,,,
1560,"Magna Carta","Documents","Signed by the English King John at Runnymede, Magna Carta (""Great Charter"") stands (with some skepticism) as a foundational constitutional document in England (and to some extent, its former colonies). Habeas corpus and the right to a speedy trial, among other rights, can be traced to Magna Carta.","1215",,,,,,,
1561,"Mayflower Compact","Documents","Written by the Pilgrims upon arrival at Plymouth Rock, Massachusetts (and not their intended landing, much further south in Virginia), the Mayflower Compact was a social contract promising equal laws and a civil state (""civil Body Politick"").","1620",,,,,,,
1562,"Memorial and Remonstrance Against Religious Assessments","Documents","In response to a Virginia bill that would tax Virginians a general assessment for the support of Christian schools and ministers, James Madison wrote his Memorial & Remonstrance, arguing forcefully against an established church, a precursor to the Establishment Clause. In most cases, it was published anonymously.","1785",,,,,,,
1563,"Monroe Doctrine","Documents","Issued by President Monroe in his seventh State of the Union Address, at a time when nearly all Spanish colonies in the Americas had or were on the verge of gaining their independence, the Monroe Doctrine asserted that any future European attempts to colonize the Americas would be seen as an act of aggression by the U.S.","1823",,,,,,,
1564,"Pentagon Papers","Documents","Daniel Ellsberg leaked a secret Defense Department-authored history of U.S. involvement in post-World War II Southeast Asia. Ellsberg was charged with espionage and the U.S. sued the New York Times to prevent publication. The charges against Ellsberg were dropped, and the Times prevailed in the Supreme Court.","1971",,,,,,,
1565,"Proclamation of Neutrality","Documents","At the breakout of war between Great Britain and Revolutionary France, President Washington issued a Proclamation of Neutrality, announcing America's intention to stay out of the war, and threatening legal action again Americans who aid either party. Jefferson resigned as Secretary of State over the proclamation.","1793",,,,,,,
1566,"Virginia Resolves","Documents","Also known as the Stamp Act Resolutions, the Virginia House of Burgesses passed a series of resolutions against the British Stamp Act, which in turn was passed to tax the American colonists to pay off the debts of the French & Indian War. Speaking in support, Patrick Henry said, ""If this be treason, make the most of it.""","1765",,,,,,,
1567,"Starr Report","Documents","The Starr Report was the final work product of Independent Counsel Kenneth Starr's investigation into the Whitewater real estate deal and allegations of sexual assault by Paula Jones against President Clinton. Some controversy existed as to whether the investigation's inclusion of the Lewinsky affair exceeded its scope. ","1998",,,,,,,
1568,"Texas Declaration of Independence","Documents","The Texas Declaration of Independence was signed by 60 Texans (3 Mexican-born, 57 American-born), and led to the Texas Revolution (including the Battles of the Alamo and San Jacinto) and the creation of the Republic of Texas. George C. Childress was the primary drafter.","1836",,,,,,,
1569,"The 9/11 Commission Report","Documents","The 9/11 Commission Report was the final report issued by the National Commission on Terrorist Attacks Upon the United States, headed by Thomas Kean and Lee Hamilton. Among many findings, it concluded that all nineteen 9/11 hijackers were member of al-Qaeda.","2004",,,,,,,
1570,"Truman Doctrine","Documents","In an early Cold War address to a joint session of Congress, President Harry Truman laid out the Truman Doctrine, a pledge of American aid to foreign governments (here, in the context of Greece and Turkey) fighting against communist insurgencies.","1947",,,,,,"33 Cong. Rec. 1980",
1571,"U.S. Constitution","Documents","The governing document of the U.S., the Constitution was drafted in response to the weak central government and resultant debt of the United States under the Articles of Confederation. Though ratified, much criticism surrounded the lack of a Bill of Rights, which was added in the first ten amendments. ","1788",,,,,,"1 Stat. 10",
1572,"Washington's Farewell Address","Documents","Though not of strictly legal significance, George Washington's farewell address holds significant value, including setting a precedent for a two-term presidency (until FDR and WWII), a doctrine of neutrality in foreign affairs (mostly kept until WWII) and  a warning against permanent alliances (again, kept until just after WWII).","1796",,,,,,,
1573,"Articles of Association","Documents","Created by the First Continental Congress, the Continental Association was created to boycott British goods in response to British taxation, especially the Intolerable Acts; independence was not yet at issue. Twelve of the thirteen colonies were involved, with only Georgia unrepresented.","1774",,,,,,,
1574,"Adams-Onís Treaty","Treatises","The Adams-Onís Treaty, negotiated by then-Secretary of State John Quincy Adams and Spanish Foreign Minister Luis de Onís y González-Vara, provided for the sale of the Spanish colony of Florida to the United States.","1819",,,,,,"8 Stat. 252",
1575,"Alaska Purchase","Treatises","This treaty provided for the purchase of ""Russian America,"" or Alaska, from the Russian Empire. Known as ""Seward's Folly"" after then-Secretary of State William Seward, the purchase price was $7.2 million.","1867",,,,,,"15 Stat. 539",
1576,"ANZUS Treaty","Treatises","The ANZUS Treaty is a post-World War II multilateral mutual defense treaty. The acronym ""ANZUS"" refers to the pact's parties: Australia, New Zealand, and the United States.","1952",,,,,,"3 U.S.T. 3420",
1577,"Cuban-American Treaty","Treatises","Two initial treaties, establishing a perpetual U.S. leasehold over the Guantánamo Bay area for use as a naval base. In the wake of the Global War on Terror, the use of Guantánamo as a housing facility for ""enemy combatants"" led to a series of Supreme Court decisions on the reach of the Constitution and habeas corpus.","1903",,,,,,"T.S. 418; T.S. 426",
